ID seqnames start end width strand source gene_id gene_type gene_name level hgnc_id havana_gene tag start_v38 end_v38 width_v38 gene_id_v38 gene_type_v38 gene_name_v38 level_v38 hgnc_id_v38 havana_gene_v38 tag_v38
5102 VWA1 chr1 1434861 1442882 8022 + HAVANA ENSG00000179403.12 protein_coding VWA1 1 HGNC:30910 OTTHUMG00000002975.6 NA NA NA NA NA NA NA NA NA NA NA
926652 NNT chr5 43602692 43707405 104714 + HAVANA ENSG00000112992.18 protein_coding NNT 1 HGNC:7863 OTTHUMG00000096961.14 NA NA NA NA NA NA NA NA NA NA NA
3265668 L1CAM chrX 153861514 153886173 24660 - HAVANA ENSG00000198910.14 protein_coding L1CAM 1 HGNC:6470 OTTHUMG00000192414.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1435154 RPL30 chr8 98024851 98046469 21619 - HAVANA ENSG00000156482.11 protein_coding RPL30 2 HGNC:10333 OTTHUMG00000164796.4 ncRNA_host NA NA NA NA NA NA NA NA NA NA
3137038 PICK1 chr22 38056311 38075701 19391 + HAVANA ENSG00000100151.16 protein_coding PICK1 2 HGNC:9394 OTTHUMG00000151159.4 NA NA NA NA NA NA NA NA NA NA NA
1020631 CNOT8 chr5 154857553 154876792 19240 + HAVANA ENSG00000155508.14 protein_coding CNOT8 1 HGNC:9207 OTTHUMG00000130192.3 NA NA NA NA NA NA NA NA NA NA NA
2973415 VN1R1 chr19 57454790 57457140 2351 - HAVANA ENSG00000178201.5 protein_coding VN1R1 2 HGNC:13548 OTTHUMG00000183400.1 overlapping_locus NA NA NA NA NA NA NA NA NA NA
386745 PCGF1 chr2 74505043 74507695 2653 - HAVANA ENSG00000115289.14 protein_coding PCGF1 2 HGNC:17615 OTTHUMG00000129954.5 NA NA NA NA NA NA NA NA NA NA NA
2212655 EXOC5 chr14 57200507 57268905 68399 - HAVANA ENSG00000070367.16 protein_coding EXOC5 1 HGNC:10696 OTTHUMG00000171309.4 NA NA NA NA NA NA NA NA NA NA NA
2728979 P4HB chr17 81843159 81860856 17698 - HAVANA ENSG00000185624.16 protein_coding P4HB 1 HGNC:8548 OTTHUMG00000150269.8 NA NA NA NA NA NA NA NA NA NA NA
2295887 OTUD7A chr15 31475398 31870789 395392 - HAVANA ENSG00000169918.10 protein_coding OTUD7A 2 HGNC:20718 OTTHUMG00000129275.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
838087 METAP1 chr4 98995659 99062809 67151 + HAVANA ENSG00000164024.12 protein_coding METAP1 1 HGNC:15789 OTTHUMG00000161231.3 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1666057 COMTD1 chr10 75233641 75236030 2390 - HAVANA ENSG00000165644.11 protein_coding COMTD1 2 HGNC:26309 OTTHUMG00000018518.3 NA NA NA NA NA NA NA NA NA NA NA
2363377 UBL7 chr15 74445977 74461182 15206 - HAVANA ENSG00000138629.16 protein_coding UBL7 1 HGNC:28221 OTTHUMG00000139001.6 NA NA NA NA NA NA NA NA NA NA NA
3115506 ZNRF3 chr22 28883572 29057488 173917 + HAVANA ENSG00000183579.16 protein_coding ZNRF3 2 HGNC:18126 OTTHUMG00000151009.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2907478 PLEKHG2 chr19 39412669 39428415 15747 + HAVANA ENSG00000090924.15 protein_coding PLEKHG2 1 HGNC:29515 OTTHUMG00000152570.8 NA NA NA NA NA NA NA NA NA NA NA
991562 MACROH2A1 chr5 135334381 135399914 65534 - HAVANA ENSG00000113648.17 protein_coding MACROH2A1 1 HGNC:4740 OTTHUMG00000129141.3 NA 135333900 NA 66015 ENSG00000113648.16 NA NA NA NA NA NA
2048824 RASSF9 chr12 85800703 85836409 35707 - HAVANA ENSG00000198774.5 protein_coding RASSF9 2 HGNC:15739 OTTHUMG00000169831.3 NA NA NA NA NA NA NA NA NA NA NA
29729 PLEKHM2 chr1 15684320 15734769 50450 + HAVANA ENSG00000116786.13 protein_coding PLEKHM2 2 HGNC:29131 OTTHUMG00000003062.3 NA NA NA NA NA NA NA NA NA NA NA
2120615 RXFP2 chr13 31739526 31803389 63864 + HAVANA ENSG00000133105.8 protein_coding RXFP2 2 HGNC:17318 OTTHUMG00000016690.3 NA NA NA NA NA NA NA NA NA NA NA
1600402 NSMF chr9 137447570 137459334 11765 - HAVANA ENSG00000165802.23 protein_coding NSMF 2 HGNC:29843 OTTHUMG00000020989.5 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1254170 AUTS2 chr7 69598296 70793506 1195211 + HAVANA ENSG00000158321.18 protein_coding AUTS2 2 HGNC:14262 OTTHUMG00000023865.12 NA NA NA NA NA NA NA NA NA NA NA
662327 ALCAM chr3 105366909 105576900 209992 + HAVANA ENSG00000170017.12 protein_coding ALCAM 1 HGNC:400 OTTHUMG00000159192.2 NA NA NA NA NA NA NA NA NA NA NA
284917 GNPAT chr1 231241207 231277973 36767 + HAVANA ENSG00000116906.13 protein_coding GNPAT 2 HGNC:4416 OTTHUMG00000038024.4 NA NA NA NA NA NA NA NA NA NA NA
1561387 GPR21 chr9 123033667 123035665 1999 + HAVANA ENSG00000188394.8 protein_coding GPR21 2 HGNC:4476 OTTHUMG00000020631.1 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2472085 CTF1 chr16 30896614 30903547 6934 + HAVANA ENSG00000150281.7 protein_coding CTF1 2 HGNC:2499 OTTHUMG00000132413.2 NA NA NA NA NA NA NA NA NA NA NA
609620 SETD2 chr3 47016428 47164113 147686 - HAVANA ENSG00000181555.22 protein_coding SETD2 2 HGNC:18420 OTTHUMG00000133514.5 NA 47016429 NA 147685 ENSG00000181555.21 NA NA NA NA NA NA
2034791 HELB chr12 66302493 66343643 41151 + HAVANA ENSG00000127311.10 protein_coding HELB 2 HGNC:17196 OTTHUMG00000169006.2 NA NA NA NA NA NA NA NA NA NA NA
1663984 VCL chr10 73995193 74121363 126171 + HAVANA ENSG00000035403.18 protein_coding VCL 2 HGNC:12665 OTTHUMG00000018498.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
98546 EPS15 chr1 51354263 51519266 165004 - HAVANA ENSG00000085832.17 protein_coding EPS15 1 HGNC:3419 OTTHUMG00000008192.3 NA NA NA NA NA NA NA NA NA NA NA
88364 PLK3 chr1 44800377 44805990 5614 + HAVANA ENSG00000173846.13 protein_coding PLK3 2 HGNC:2154 OTTHUMG00000008491.3 NA NA NA NA NA NA NA NA NA NA NA
2650443 GJC1 chr17 44798448 44830816 32369 - HAVANA ENSG00000182963.11 protein_coding GJC1 1 HGNC:4280 OTTHUMG00000179861.5 NA NA NA NA NA NA NA NA NA NA NA
207774 ACKR1 chr1 159203307 159206500 3194 + HAVANA ENSG00000213088.12 protein_coding ACKR1 2 HGNC:4035 OTTHUMG00000037182.8 NA NA NA NA NA NA NA NA NA NA NA
2658109 NPEPPS chr17 47522942 47624665 101724 + HAVANA ENSG00000141279.17 protein_coding NPEPPS 2 HGNC:7900 OTTHUMG00000165471.7 ncRNA_host NA NA NA NA NA NA NA NA NA NA
390408 ELMOD3 chr2 85354394 85391752 37359 + HAVANA ENSG00000115459.18 protein_coding ELMOD3 1 HGNC:26158 OTTHUMG00000130170.17 ncRNA_host NA NA NA NA NA NA NA NA NA NA
870615 MGST2 chr4 139665768 139740745 74978 + HAVANA ENSG00000085871.9 protein_coding MGST2 2 HGNC:7063 OTTHUMG00000133382.5 NA NA NA NA NA NA NA NA NA NA NA
35556 SLC66A1 chr1 19312326 19329300 16975 + HAVANA ENSG00000040487.13 protein_coding SLC66A1 1 HGNC:26001 OTTHUMG00000002521.8 NA NA NA NA NA NA NA NA NA NA NA
1549817 PTBP3 chr9 112217716 112333664 115949 - HAVANA ENSG00000119314.16 protein_coding PTBP3 2 HGNC:10253 OTTHUMG00000020503.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2974446 ZNF586 chr19 57769655 57819939 50285 + HAVANA ENSG00000083828.16 protein_coding ZNF586 1 HGNC:25949 OTTHUMG00000183477.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
665956 HHLA2 chr3 108296490 108378285 81796 + HAVANA ENSG00000114455.14 protein_coding HHLA2 1 HGNC:4905 OTTHUMG00000159224.5 NA NA NA NA ENSG00000114455.13 NA NA NA NA NA NA
1595161 AGPAT2 chr9 136673143 136687457 14315 - HAVANA ENSG00000169692.13 protein_coding AGPAT2 2 HGNC:325 OTTHUMG00000020936.3 NA NA NA NA NA NA NA NA NA NA NA
1976792 PKP2 chr12 32790755 32896777 106023 - HAVANA ENSG00000057294.16 protein_coding PKP2 2 HGNC:9024 OTTHUMG00000169500.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2327914 DTWD1 chr15 49621037 49656232 35196 + HAVANA ENSG00000104047.15 protein_coding DTWD1 2 HGNC:30926 OTTHUMG00000131567.5 NA NA NA NA NA NA NA NA NA NA NA
3078859 BACE2 chr21 41167801 41282530 114730 + HAVANA ENSG00000182240.16 protein_coding BACE2 2 HGNC:934 OTTHUMG00000086742.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1788014 API5 chr11 43311963 43344529 32567 + HAVANA ENSG00000166181.13 protein_coding API5 2 HGNC:594 OTTHUMG00000166395.7 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1107415 POLH chr6 43576185 43620523 44339 + HAVANA ENSG00000170734.12 protein_coding POLH 2 HGNC:9181 OTTHUMG00000014743.3 NA NA NA NA NA NA NA NA NA NA NA
2170910 ARHGEF40 chr14 21070273 21090248 19976 + HAVANA ENSG00000165801.10 protein_coding ARHGEF40 2 HGNC:25516 OTTHUMG00000171359.3 NA NA NA NA NA NA NA NA NA NA NA
3078214 SH3BGR chr21 39445855 39515506 69652 + HAVANA ENSG00000185437.15 protein_coding SH3BGR 1 HGNC:10822 OTTHUMG00000074113.13 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1404396 ALKAL1 chr8 52534037 52565430 31394 - HAVANA ENSG00000196711.9 protein_coding ALKAL1 2 HGNC:33775 OTTHUMG00000164256.2 NA NA NA NA NA NA NA NA NA NA NA
2618050 SLFN12 chr17 35410922 35433283 22362 - HAVANA ENSG00000172123.13 protein_coding SLFN12 1 HGNC:25500 OTTHUMG00000132952.3 NA NA NA NA NA NA NA NA NA NA NA
3018415 RBL1 chr20 36996349 37095997 99649 - HAVANA ENSG00000080839.12 protein_coding RBL1 2 HGNC:9893 OTTHUMG00000032406.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1701201 SUFU chr10 102503972 102633535 129564 + HAVANA ENSG00000107882.12 protein_coding SUFU 2 HGNC:16466 OTTHUMG00000018966.4 ncRNA_host NA NA NA NA NA NA NA NA NA NA
705518 IL20RB chr3 136946230 137011085 64856 + HAVANA ENSG00000174564.13 protein_coding IL20RB 2 HGNC:6004 OTTHUMG00000159779.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1214580 ARL4A chr7 12686856 12690958 4103 + HAVANA ENSG00000122644.13 protein_coding ARL4A 2 HGNC:695 OTTHUMG00000023374.7 NA NA NA NA NA NA NA NA NA NA NA
2828071 ZNF414 chr19 8509678 8514167 4490 - HAVANA ENSG00000133250.14 protein_coding ZNF414 2 HGNC:20630 OTTHUMG00000182240.5 NA NA NA NA NA NA NA NA NA NA NA
1114149 ELOVL5 chr6 53267398 53349179 81782 - HAVANA ENSG00000012660.14 protein_coding ELOVL5 2 HGNC:21308 OTTHUMG00000016249.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
925185 GHR chr5 42423439 42721878 298440 + HAVANA ENSG00000112964.14 protein_coding GHR 2 HGNC:4263 OTTHUMG00000094791.3 NA NA NA NA NA NA NA NA NA NA NA
112312 ATG4C chr1 62784132 62865516 81385 + HAVANA ENSG00000125703.15 protein_coding ATG4C 2 HGNC:16040 OTTHUMG00000009142.5 NA NA NA NA NA NA NA NA NA NA NA
2007763 ATP5MC2 chr12 53632726 53677408 44683 - HAVANA ENSG00000135390.21 protein_coding ATP5MC2 1 HGNC:842 OTTHUMG00000133442.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
401241 STARD7 chr2 96184859 96208827 23969 - HAVANA ENSG00000084090.14 protein_coding STARD7 1 HGNC:18063 OTTHUMG00000130457.4 NA NA NA NA NA NA NA NA NA NA NA
1195839 AGPAT4 chr6 161129967 161274061 144095 - HAVANA ENSG00000026652.15 protein_coding AGPAT4 2 HGNC:20885 OTTHUMG00000015966.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
324537 DRC1 chr2 26401920 26456711 54792 + HAVANA ENSG00000157856.12 protein_coding DRC1 2 HGNC:24245 OTTHUMG00000125531.7 NA NA NA NA NA NA NA NA NA NA NA
2094467 BCL7A chr12 122019422 122062044 42623 + HAVANA ENSG00000110987.9 protein_coding BCL7A 1 HGNC:1004 OTTHUMG00000168951.2 NA NA NA NA NA NA NA NA NA NA NA
1066020 H1.3 chr6 26234212 26234987 776 - HAVANA ENSG00000124575.7 protein_coding H1-3 2 HGNC:4717 OTTHUMG00000014432.2 NA NA NA NA NA NA NA NA NA NA NA
1035347 TSPAN17 chr5 176647387 176659054 11668 + HAVANA ENSG00000048140.18 protein_coding TSPAN17 1 HGNC:13594 OTTHUMG00000163230.3 NA NA NA NA NA NA NA NA NA NA NA
334001 LCLAT1 chr2 30447226 30644225 197000 + HAVANA ENSG00000172954.14 protein_coding LCLAT1 2 HGNC:26756 OTTHUMG00000099349.7 NA NA NA NA NA NA NA NA NA NA NA
574695 TMEM40 chr3 12733528 12769457 35930 - HAVANA ENSG00000088726.16 protein_coding TMEM40 2 HGNC:25620 OTTHUMG00000129801.4 NA NA NA NA NA NA NA NA NA NA NA
505715 CCNYL1 chr2 207711540 207761839 50300 + HAVANA ENSG00000163249.13 protein_coding CCNYL1 1 HGNC:26868 OTTHUMG00000132946.4 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2508390 C16orf86 chr16 67666814 67668757 1944 + HAVANA ENSG00000159761.15 protein_coding C16orf86 2 HGNC:33755 OTTHUMG00000150527.5 NA NA NA NA NA NA NA NA NA NA NA
2824271 XAB2 chr19 7619525 7629545 10021 - HAVANA ENSG00000076924.12 protein_coding XAB2 2 HGNC:14089 OTTHUMG00000182404.2 NA NA NA NA NA NA NA NA NA NA NA
3220712 PHKA1 chrX 72578814 72714319 135506 - HAVANA ENSG00000067177.15 protein_coding PHKA1 2 HGNC:8925 OTTHUMG00000022696.2 NA NA NA NA NA NA NA NA NA NA NA
1286603 ATP5MF.PTCD1 chr7 99419749 99466197 46449 - HAVANA ENSG00000248919.7 protein_coding ATP5MF-PTCD1 1 HGNC:38844 OTTHUMG00000160779.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
420676 IL1RN chr2 113099315 113134016 34702 + HAVANA ENSG00000136689.20 protein_coding IL1RN 1 HGNC:6000 OTTHUMG00000131341.2 NA 113107214 NA 26803 ENSG00000136689.19 NA NA NA NA NA NA
2838092 SMARCA4 chr19 10960932 11079426 118495 + HAVANA ENSG00000127616.20 protein_coding SMARCA4 1 HGNC:11100 OTTHUMG00000169272.16 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1024465 ATP10B chr5 160563120 160852214 289095 - HAVANA ENSG00000118322.14 protein_coding ATP10B 1 HGNC:13543 OTTHUMG00000163551.4 NA NA NA NA NA NA NA NA NA NA NA
705408 NCK1 chr3 136862208 136951606 89399 + HAVANA ENSG00000158092.7 protein_coding NCK1 1 HGNC:7664 OTTHUMG00000159781.9 overlapping_locus NA NA NA NA NA NA NA NA NA NA
188405 GATAD2B chr1 153789030 153923360 134331 - HAVANA ENSG00000143614.10 protein_coding GATAD2B 2 HGNC:30778 OTTHUMG00000037162.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3178788 PTCHD1 chrX 23334849 23404374 69526 + HAVANA ENSG00000165186.12 protein_coding PTCHD1 2 HGNC:26392 OTTHUMG00000021251.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
623238 MST1R chr3 49887002 49903873 16872 - HAVANA ENSG00000164078.14 protein_coding MST1R 1 HGNC:7381 OTTHUMG00000156709.7 NA NA NA NA ENSG00000164078.13 NA NA NA NA NA NA
380641 ALMS1 chr2 73385758 73625166 239409 + HAVANA ENSG00000116127.20 protein_coding ALMS1 1 HGNC:428 OTTHUMG00000152812.11 NA NA NA NA NA NA NA NA NA NA NA
2461086 NUPR1 chr16 28532708 28539008 6301 - HAVANA ENSG00000176046.9 protein_coding NUPR1 1 HGNC:29990 OTTHUMG00000131764.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2079092 HECTD4 chr12 112160188 112382439 222252 - HAVANA ENSG00000173064.14 protein_coding HECTD4 1 HGNC:26611 OTTHUMG00000150719.10 overlapping_locus NA NA NA NA NA NA NA NA NA NA
217778 DUSP12 chr1 161749758 161757238 7481 + HAVANA ENSG00000081721.12 protein_coding DUSP12 2 HGNC:3067 OTTHUMG00000034540.3 NA NA NA NA NA NA NA NA NA NA NA
26200 MIIP chr1 12019466 12032045 12580 + HAVANA ENSG00000116691.11 protein_coding MIIP 2 HGNC:25715 OTTHUMG00000002439.2 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1160172 VGLL2 chr6 117265558 117273565 8008 + HAVANA ENSG00000170162.14 protein_coding VGLL2 2 HGNC:20232 OTTHUMG00000015451.2 NA NA NA NA NA NA NA NA NA NA NA
2844130 ZNF441 chr19 11767000 11784078 17079 + HAVANA ENSG00000197044.11 protein_coding ZNF441 2 HGNC:20875 OTTHUMG00000154449.5 NA NA NA NA NA NA NA NA NA NA NA
1452585 ZHX1.C8orf76 chr8 123226189 123274284 48096 - HAVANA ENSG00000259305.6 protein_coding ZHX1-C8orf76 2 HGNC:42975 OTTHUMG00000165087.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
29076 EFHD2 chr1 15409888 15430339 20452 + HAVANA ENSG00000142634.13 protein_coding EFHD2 2 HGNC:28670 OTTHUMG00000002254.2 NA NA NA NA NA NA NA NA NA NA NA
3175840 MAP3K15 chrX 19360056 19515508 155453 - HAVANA ENSG00000180815.15 protein_coding MAP3K15 2 HGNC:31689 OTTHUMG00000022724.5 NA NA NA NA NA NA NA NA NA NA NA
246378 CACNA1S chr1 201039512 201112451 72940 - HAVANA ENSG00000081248.12 protein_coding CACNA1S 2 HGNC:1397 OTTHUMG00000035784.3 NA NA NA NA NA NA NA NA NA NA NA
1103135 TBCC chr6 42744498 42746103 1606 - HAVANA ENSG00000124659.7 protein_coding TBCC 2 HGNC:11580 OTTHUMG00000014704.2 NA NA NA NA NA NA NA NA NA NA NA
2718102 TMEM235 chr17 78231310 78240987 9678 + HAVANA ENSG00000204278.13 protein_coding TMEM235 2 HGNC:27563 OTTHUMG00000170345.1 NA NA NA NA ENSG00000204278.12 NA NA NA NA NA NA
754549 ATP13A5 chr3 193274789 193378820 104032 - HAVANA ENSG00000187527.12 protein_coding ATP13A5 2 HGNC:31789 OTTHUMG00000156101.3 NA NA NA NA ENSG00000187527.11 NA NA NA NA NA NA
2684575 METTL2A chr17 62423875 62453385 29511 + HAVANA ENSG00000087995.16 protein_coding METTL2A 2 HGNC:25755 OTTHUMG00000164527.3 NA NA NA NA NA NA NA NA NA NA NA
1034761 FAF2 chr5 176447628 176510074 62447 + HAVANA ENSG00000113194.13 protein_coding FAF2 2 HGNC:24666 OTTHUMG00000163228.3 NA NA NA NA NA NA NA NA NA NA NA
1378310 PEBP4 chr8 22713251 23000000 286750 - HAVANA ENSG00000134020.8 protein_coding PEBP4 2 HGNC:28319 OTTHUMG00000163749.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
688253 ABTB1 chr3 127672935 127680926 7992 + HAVANA ENSG00000114626.18 protein_coding ABTB1 2 HGNC:18275 OTTHUMG00000159636.2 NA NA NA NA NA NA NA NA NA NA NA
1539290 TRIM14 chr9 98069275 98119222 49948 - HAVANA ENSG00000106785.15 protein_coding TRIM14 2 HGNC:16283 OTTHUMG00000020339.5 NA NA NA NA NA NA NA NA NA NA NA
1813507 DAGLA chr11 61680391 61747001 66611 + HAVANA ENSG00000134780.10 protein_coding DAGLA 2 HGNC:1165 OTTHUMG00000168160.2 NA NA NA NA NA NA NA NA NA NA NA
478216 CWC22 chr2 179944876 180007297 62422 - HAVANA ENSG00000163510.14 protein_coding CWC22 2 HGNC:29322 OTTHUMG00000154244.3 NA NA NA NA NA NA NA NA NA NA NA
1035227 EIF4E1B chr5 176630618 176646644 16027 + HAVANA ENSG00000175766.13 protein_coding EIF4E1B 2 HGNC:33179 OTTHUMG00000163227.6 NA NA NA NA NA NA NA NA NA NA NA
1407746 CYP7A1 chr8 58490178 58500163 9986 - HAVANA ENSG00000167910.4 protein_coding CYP7A1 2 HGNC:2651 OTTHUMG00000164301.2 NA NA NA NA NA NA NA NA NA NA NA
1575532 PKN3 chr9 128702503 128720916 18414 + HAVANA ENSG00000160447.7 protein_coding PKN3 2 HGNC:17999 OTTHUMG00000020757.2 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2300552 GOLGA8A chr15 34379068 34437808 58741 - HAVANA ENSG00000175265.18 protein_coding GOLGA8A 2 HGNC:31972 OTTHUMG00000129447.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1320555 IQUB chr7 123452193 123535077 82885 - HAVANA ENSG00000164675.11 protein_coding IQUB 2 HGNC:21995 OTTHUMG00000157347.2 ncRNA_host NA NA NA NA NA NA NA NA NA NA
96152 PDZK1IP1 chr1 47183582 47191044 7463 - HAVANA ENSG00000162366.8 protein_coding PDZK1IP1 2 HGNC:16887 OTTHUMG00000007852.4 NA NA NA NA NA NA NA NA NA NA NA
2697179 ABCA8 chr17 68867289 68955392 88104 - HAVANA ENSG00000141338.15 protein_coding ABCA8 2 HGNC:38 OTTHUMG00000180192.5 NA NA NA NA ENSG00000141338.14 NA NA NA NA NA NA
1780063 PAX6 chr11 31784779 31817961 33183 - HAVANA ENSG00000007372.25 protein_coding PAX6 1 HGNC:8620 OTTHUMG00000041447.26 NA NA NA NA ENSG00000007372.24 NA NA NA NA NA NA
3130667 RBFOX2 chr22 35738736 36028824 290089 - HAVANA ENSG00000100320.24 protein_coding RBFOX2 1 HGNC:9906 OTTHUMG00000150585.12 overlapping_locus NA NA NA ENSG00000100320.23 NA NA NA NA NA NA
2562185 CHRNE chr17 4897771 4934438 36668 - HAVANA ENSG00000108556.10 protein_coding CHRNE 2 HGNC:1966 OTTHUMG00000090778.8 NA NA NA NA NA NA NA NA NA NA NA
926354 C5orf34 chr5 43486709 43515148 28440 - HAVANA ENSG00000172244.9 protein_coding C5orf34 2 HGNC:24738 OTTHUMG00000131151.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1575729 TBC1D13 chr9 128787253 128810430 23178 + HAVANA ENSG00000107021.16 protein_coding TBC1D13 2 HGNC:25571 OTTHUMG00000020760.2 NA NA NA NA NA NA NA NA NA NA NA
2807716 TIMM13 chr19 2425625 2427586 1962 - HAVANA ENSG00000099800.8 protein_coding TIMM13 2 HGNC:11816 OTTHUMG00000180432.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
785303 FBXL5 chr4 15604381 15681679 77299 - HAVANA ENSG00000118564.15 protein_coding FBXL5 1 HGNC:13602 OTTHUMG00000097097.5 NA NA NA NA NA NA NA NA NA NA NA
741534 YEATS2 chr3 183697797 183812624 114828 + HAVANA ENSG00000163872.16 protein_coding YEATS2 1 HGNC:25489 OTTHUMG00000156898.3 NA NA NA NA NA NA NA NA NA NA NA
1105795 DNPH1 chr6 43225629 43229481 3853 - HAVANA ENSG00000112667.13 protein_coding DNPH1 2 HGNC:21218 OTTHUMG00000014724.2 NA NA NA NA NA NA NA NA NA NA NA
2134939 MED4 chr13 48053323 48095131 41809 - HAVANA ENSG00000136146.15 protein_coding MED4 1 HGNC:17903 OTTHUMG00000016891.4 NA NA NA NA NA NA NA NA NA NA NA
1012988 SLC26A2 chr5 149960758 149993455 32698 + HAVANA ENSG00000155850.9 protein_coding SLC26A2 1 HGNC:10994 OTTHUMG00000130054.5 NA NA NA NA ENSG00000155850.8 NA NA NA NA NA NA
687798 TPRA1 chr3 127571232 127598267 27036 - HAVANA ENSG00000163870.16 protein_coding TPRA1 2 HGNC:30413 OTTHUMG00000159639.9 ncRNA_host NA NA NA NA NA NA NA NA NA NA
203164 MEF2D chr1 156463727 156500779 37053 - HAVANA ENSG00000116604.19 protein_coding MEF2D 2 HGNC:6997 OTTHUMG00000033095.9 ncRNA_host NA NA NA ENSG00000116604.18 NA NA NA NA NA NA
1151475 ARMC2 chr6 108848416 108974476 126061 + HAVANA ENSG00000118690.13 protein_coding ARMC2 1 HGNC:23045 OTTHUMG00000015335.5 NA NA NA NA NA NA NA NA NA NA NA
909693 DNAH5 chr5 13690328 14011818 321491 - HAVANA ENSG00000039139.11 protein_coding DNAH5 2 HGNC:2950 OTTHUMG00000090533.4 NA NA NA NA NA NA NA NA NA NA NA
995046 KDM3B chr5 138352685 138437028 84344 + HAVANA ENSG00000120733.14 protein_coding KDM3B 2 HGNC:1337 OTTHUMG00000163469.2 NA NA NA NA NA NA NA NA NA NA NA
1492695 MTAP chr9 21802636 21937651 135016 + HAVANA ENSG00000099810.21 protein_coding MTAP 1 HGNC:7413 OTTHUMG00000019690.10 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3212889 IGBP1 chrX 70133447 70166324 32878 + HAVANA ENSG00000089289.16 protein_coding IGBP1 2 HGNC:5461 OTTHUMG00000021767.2 NA NA NA NA NA NA NA NA NA NA NA
2790882 CCDC102B chr18 68715209 69055189 339981 + HAVANA ENSG00000150636.17 protein_coding CCDC102B 1 HGNC:26295 OTTHUMG00000132808.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2140014 ALG11 chr13 52012391 52079232 66842 + HAVANA ENSG00000253710.5 protein_coding ALG11 2 HGNC:32456 OTTHUMG00000016959.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2700493 SSTR2 chr17 73165010 73176633 11624 + HAVANA ENSG00000180616.9 protein_coding SSTR2 1 HGNC:11331 OTTHUMG00000178343.4 retrogene NA NA NA NA NA NA NA NA NA NA
2603939 TNFAIP1 chr17 28335602 28347009 11408 + HAVANA ENSG00000109079.10 protein_coding TNFAIP1 1 HGNC:11894 OTTHUMG00000132501.5 NA NA NA NA NA NA NA NA NA NA NA
576122 CHCHD4 chr3 14112077 14124870 12794 - HAVANA ENSG00000163528.13 protein_coding CHCHD4 2 HGNC:26467 OTTHUMG00000129805.4 NA NA NA NA NA NA NA NA NA NA NA
2112658 GJB6 chr13 20221962 20232365 10404 - HAVANA ENSG00000121742.19 protein_coding GJB6 2 HGNC:4288 OTTHUMG00000016515.12 NA NA NA NA NA NA NA NA NA NA NA
185396 OAZ3 chr1 151762899 151771334 8436 + HAVANA ENSG00000143450.19 protein_coding OAZ3 1 HGNC:8097 OTTHUMG00000013061.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2261968 EVL chr14 99971449 100144236 172788 + HAVANA ENSG00000196405.13 protein_coding EVL 1 HGNC:20234 OTTHUMG00000171530.4 ncRNA_host NA NA NA NA NA NA NA NA NA NA
720462 SLC33A1 chr3 155821024 155854456 33433 - HAVANA ENSG00000169359.16 protein_coding SLC33A1 1 HGNC:95 OTTHUMG00000158481.8 NA NA NA NA NA NA NA NA NA NA NA
995247 REEP2 chr5 138439057 138446969 7913 + HAVANA ENSG00000132563.17 protein_coding REEP2 1 HGNC:17975 OTTHUMG00000129205.6 NA NA NA NA ENSG00000132563.16 NA NA NA NA NA NA
